fecha,empresa,titular,fuente,url,tema,impacto
2025-11-20,UBIMIA,"Ubimia: la evolución global de PFSTECH que impulsa la transformación digital del crédito en América Latina y EuropaGrupo en ConcretoPFSTECH, grupo tecnológico especializado en soluciones para la gestión del ciclo de crédito, anunció su evolución a ubimia.hace 1 semana",www.google.com,/url?q=https://grupoenconcreto.com/empresas/ubimia-la-evolucion-global-de-pfstech-que-impulsa-la-transformacion-digital-del-credito-en-america-latina-y-europa/&sa=U&ved=2ahUKEwjKxIDMw4GRAxWJp1YBHV5tF5kQxfQBegQIBhAC&usg=AOvVaw2-82K6Scz-xTIFOY1i0Ism,General,Medio
2025-11-20,UBIMIA,"Empresa de tecnología para gestión del crédito presenta su nueva marca globalHablemos de dineroBajo el nuevo nombre de “ubimia”, PFSTECH ofrecerá una plataforma unificada de servicios digitales, basada en inteligencia artificial, automatización y...hace 6 días",www.google.com,/url?q=https://hablemosdedinero.com.mx/ubimia-gestion-del-credito/&sa=U&ved=2ahUKEwjKxIDMw4GRAxWJp1YBHV5tF5kQxfQBegQIBRAC&usg=AOvVaw3MKfDcccA5-7DByYpsZrtJ,IA/Automatización,Medio
2025-11-20,UBIMIA,"Momento Corporativo / Ubimia: aliado de la democratización del crédito en MéxicoEl Sol de MéxicoEntérate de las noticias nacionales e internacionales que están cambiando al mundo; deportes, espectáculos, política, cultura y todo lo que...hace 1 semana",www.google.com,/url?q=https://oem.com.mx/elsoldemexico/analisis/momento-corporativo-ubimia-aliado-de-la-democratizacion-del-credito-en-mexico-26748250&sa=U&ved=2ahUKEwjKxIDMw4GRAxWJp1YBHV5tF5kQxfQBegQIAxAC&usg=AOvVaw2Yz4oATHudJG3LLIAv9mUb,General,Medio
2025-11-20,UBIMIA,"Pfstech se transforma en Ubimia y refuerza su expansión en Europa y LatinoaméricaLa RazónEl nombre Ubimia se inspira en la raíz latina ubi, que significa ""en todas partes"", y hace referencia a la presencia de la compañía a lo largo...hace 1 mes",www.google.com,/url?q=https://www.larazon.es/economia/pfstech-transforma-ubimia-refuerza-expansion-europa-latinoamerica_2025101668f0e557dc27b32ca388698a.html&sa=U&ved=2ahUKEwjKxIDMw4GRAxWJp1YBHV5tF5kQxfQBegQIAhAC&usg=AOvVaw1F2eccfXIsBa_KwtILOrlt,Alianzas/Expansión,Alto
2025-11-20,UBIMIA,"Economía.- PFSTECH inicia una nueva etapa bajo la marca ubimia y acelera su expansión en Europa y LatamBolsamaniaEl nuevo nombre procede de la raíz latina ubi, que significa ""en todas partes"", y hace referencia a la ubicuidad de la compañía en el ciclo de...hace 1 mes",www.google.com,/url?q=https://www.bolsamania.com/noticias/empresas/economia--pfstech-inicia-una-nueva-etapa-bajo-la-marca-ubimia-y-acelera-su-expansion-en-europa-y-latam--21051929.html&sa=U&ved=2ahUKEwjKxIDMw4GRAxWJp1YBHV5tF5kQxfQBegQIBBAC&usg=AOvVaw2CzQDO2oT5sqm8v_9sZ6Qx,Alianzas/Expansión,Alto
2025-11-20,UBIMIA,"Ubimia emerge como nueva identidad de PFSTECH y proyecta su expansión en Europa y LatamDemócrataEl nombre ubimia deriva del término latino ubi, que significa “en todas partes”, enfatizando la presencia global de la compañía en todas las...hace 1 mes",www.google.com,/url?q=https://www.democrata.es/economia/ubimia-emerge-nueva-identidad-pfstech-proyecta-expansion-europa-latam/&sa=U&ved=2ahUKEwjKxIDMw4GRAxWJp1YBHV5tF5kQxfQBegQIBxAC&usg=AOvVaw0t2adDTu60c7cFsYp4MvCt,Alianzas/Expansión,Alto
2025-11-20,UBIMIA,"HONOR supera los 10 millones de smartphones vendidos en América Latina y prepara el lanzamiento del Magic8 Lite 2026Grupo en ConcretoA cinco años de su llegada a América Latina, HONOR se consolida como una de las marcas de tecnología móvil con mayor crecimiento en la...hace 2 semanas",www.google.com,/url?q=https://grupoenconcreto.com/empresa/tecnologia/honor-supera-los-10-millones-de-smartphones-vendidos-en-america-latina-y-prepara-el-lanzamiento-del-magic8-lite-2026/&sa=U&ved=2ahUKEwjKxIDMw4GRAxWJp1YBHV5tF5kQxfQBegQIARAC&usg=AOvVaw0K4r4iN43rNC2KSlGq8f1H,General,Medio
2025-11-20,UBIMIA,Ubimia: la evolución global de PFSTECH que impulsa la transformación digital del crédito en América Latina y Europa,www.google.com,https://www.google.com/search?q=UBIMIA+PFSTECH&tbm=nws&hl=es,General,Medio
2025-11-20,UBIMIA,Empresa de tecnología para gestión del crédito presenta su nueva marca global,www.google.com,https://www.google.com/search?q=UBIMIA+PFSTECH&tbm=nws&hl=es,General,Medio
2025-11-20,UBIMIA,Momento Corporativo / Ubimia: aliado de la democratización del crédito en México,www.google.com,https://www.google.com/search?q=UBIMIA+PFSTECH&tbm=nws&hl=es,General,Medio
2025-11-20,UBIMIA,Pfstech se transforma en Ubimia y refuerza su expansión en Europa y Latinoamérica,www.google.com,https://www.google.com/search?q=UBIMIA+PFSTECH&tbm=nws&hl=es,Alianzas/Expansión,Alto
2025-11-20,UBIMIA,Economía.- PFSTECH inicia una nueva etapa bajo la marca ubimia y acelera su expansión en Europa y Latam,www.google.com,https://www.google.com/search?q=UBIMIA+PFSTECH&tbm=nws&hl=es,Alianzas/Expansión,Alto
2025-11-20,UBIMIA,Ubimia emerge como nueva identidad de PFSTECH y proyecta su expansión en Europa y Latam,www.google.com,https://www.google.com/search?q=UBIMIA+PFSTECH&tbm=nws&hl=es,Alianzas/Expansión,Alto
2025-11-20,UBIMIA,HONOR supera los 10 millones de smartphones vendidos en América Latina y prepara el lanzamiento del Magic8 Lite 2026,www.google.com,https://www.google.com/search?q=UBIMIA+PFSTECH&tbm=nws&hl=es,General,Medio
2025-11-20,Moonflow,"Moonflow compra fintech mexicana Kobro.io y fortalece su presencia en 26 paísesGan@Más“Esta adquisición es un hito tanto para Moonflow como para el ecosistema de startups del Perú”, señaló Facundo Turconi, CEO de Moonflow y participante habitual...hace 3 semanas",www.google.com,/url?q=https://revistaganamas.com.pe/moonflow-compra-fintech-mexicana-kobro-io-y-fortalece-su-presencia-en-26-paises/&sa=U&ved=2ahUKEwjq1_bMw4GRAxV6qVYBHcenAIEQxfQBegQIBRAC&usg=AOvVaw0ywpC8Jipvoc-LStxAGEhz,Alianzas/Expansión,Alto
2025-11-20,Moonflow,"Moonflow acquires Mexican fintech KobroLatamListMoonflow, a Latin American accounts receivable management and AI-powered collections automation platform, acquired Kobro.hace 3 semanas",www.google.com,/url?q=https://latamlist.com/moonflow-acquires-mexican-fintech-kobro/&sa=U&ved=2ahUKEwjq1_bMw4GRAxV6qVYBHcenAIEQxfQBegQICRAC&usg=AOvVaw1BACGa23yh2kjkIFP8B3pp,IA/Automatización,Medio
2025-11-20,Moonflow,"Digital Finance Forum: cómo la IA irrumpió en el sistema financiero y qué estrategias adoptan las empresasInfobaeInnovación, inteligencia artificial y trabajo del futuro fueron solo algunos de los temas debatidos en el tradicional encuentro del...hace 3 meses",www.google.com,/url?q=https://www.infobae.com/economia/2025/08/07/digital-finance-forum-como-la-ia-irrumpio-en-el-sistema-financiero-y-que-estrategias-adoptan-las-empresas/&sa=U&ved=2ahUKEwjq1_bMw4GRAxV6qVYBHcenAIEQxfQBegQIChAC&usg=AOvVaw3chrH_9JCaB2zKiLrkDjqN,IA/Automatización,Medio
2025-11-20,Moonflow,"Cuando FinTech y Running se encuentran: Un movimiento que cruza fronterasGan@MásEl FinTech Running Club, creado por Marcel van Oost, se ha convertido en un movimiento global que combina deporte, networking y comunidad,...hace 1 mes",www.google.com,/url?q=https://revistaganamas.com.pe/cuando-fintech-y-running-se-encuentran-un-movimiento-que-cruza-fronteras/&sa=U&ved=2ahUKEwjq1_bMw4GRAxV6qVYBHcenAIEQxfQBegQIBBAC&usg=AOvVaw1o2aH5ptFfjIQA2QMYiddU,General,Medio
2025-11-20,Moonflow,"Moonflow: Revolucionando la gestión de cobranzas en LatinoaméricaLatamListHoy hablamos con Facundo Turconi, CEO de Moonflow un SaaS que automatiza la gestión de cobranza para empresas.hace 14 meses",www.google.com,/url?q=https://latamlist.com/moonflow-revolucionando-la-gestion-de-cobranzas-en-latinoamerica/%3Flang%3Des&sa=U&ved=2ahUKEwjq1_bMw4GRAxV6qVYBHcenAIEQxfQBegQIBxAC&usg=AOvVaw2iJpbm6gpPrs-2sW0xxETH,IA/Automatización,Medio
2025-11-20,Moonflow,"Toquea, fintech del Grupo AJE, impulsa el acceso al crédito para bodeguerosGan@MásGrupo AJE, reconocido líder global en el sector de bebidas, ha decidido diversificar su portafolio al incursionar en el prometedor rubro de...hace 8 meses",www.google.com,/url?q=https://revistaganamas.com.pe/toquea-fintech-del-grupo-aje-impulsa-el-acceso-al-credito-para-bodegueros/&sa=U&ved=2ahUKEwjq1_bMw4GRAxV6qVYBHcenAIEQxfQBegQIBhAC&usg=AOvVaw2aOwIh4K7n9RMGJ2bzb2Hk,General,Medio
2025-11-20,Moonflow,"Moonflow: Revolutionizing debt collection management in Latin AmericaLatamListToday we're talking with Facundo Turconi, CEO of Moonflow a cloud-based SaaS that automates debt collection for companies.hace 14 meses",www.google.com,/url?q=https://latamlist.com/moonflow-revolutionizing-debt-collection-management-in-latin-america/&sa=U&ved=2ahUKEwjq1_bMw4GRAxV6qVYBHcenAIEQxfQBegQIAxAC&usg=AOvVaw2aCVNLKulVLVbuH_emAV1u,General,Medio
2025-11-20,Moonflow,"Innovación y Regulación: Claves para el crecimiento de las Fintech en América LatinaGan@MásEn el marco del Latam Tech & Policy Summit 2024, organizado por Niubox Legal, se realizó el panel “Políticas públicas para la evolución de...hace 17 meses",www.google.com,/url?q=https://revistaganamas.com.pe/innovacion-y-regulacion-claves-para-el-crecimiento-de-las-fintech-en-america-latina/&sa=U&ved=2ahUKEwjq1_bMw4GRAxV6qVYBHcenAIEQxfQBegQIARAC&usg=AOvVaw0nlVbzo5zixl5uI4PFcmzW,General,Medio
2025-11-20,Moonflow,MEF: Las fintech impulsan la inclusión y la bancarización financieraGan@MásHoy se dio inicio al Perú Fintech Forum 2023 organizado por la Asociación Fintech Perú con el apoyo de muchas empresas locales e...hace 31 meses,www.google.com,/url?q=https://revistaganamas.com.pe/mef-las-fintech-impulsan-la-inclusion-y-la-bancarizacion-financiera/&sa=U&ved=2ahUKEwjq1_bMw4GRAxV6qVYBHcenAIEQxfQBegQIAhAC&usg=AOvVaw16KeZ0PGLl06hVIfKc2-ti,General,Medio
2025-11-20,Moonflow,"“Las fintech nos están forzando a ser más creativos”Gan@MásComo se sabe, la transformación digital de los bancos es una realidad ineludible. Nuestros clientes nos exigen que nos adaptemos a las...hace 27 meses",www.google.com,/url?q=https://revistaganamas.com.pe/las-fintech-nos-estan-forzando-a-ser-mas-creativos/&sa=U&ved=2ahUKEwjq1_bMw4GRAxV6qVYBHcenAIEQxfQBegQICBAC&usg=AOvVaw2aOkVtLiiwk2KI2lnNz6HC,General,Medio
2025-11-20,Moonflow,Moonflow compra fintech mexicana Kobro.io y fortalece su presencia en 26 países,www.google.com,https://www.google.com/search?q=Moonflow+fintech&tbm=nws&hl=es,General,Medio
2025-11-20,Moonflow,Moonflow acquires Mexican fintech Kobro,www.google.com,https://www.google.com/search?q=Moonflow+fintech&tbm=nws&hl=es,General,Medio
2025-11-20,Moonflow,Digital Finance Forum: cómo la IA irrumpió en el sistema financiero y qué estrategias adoptan las empresas,www.google.com,https://www.google.com/search?q=Moonflow+fintech&tbm=nws&hl=es,General,Medio
2025-11-20,Moonflow,Cuando FinTech y Running se encuentran: Un movimiento que cruza fronteras,www.google.com,https://www.google.com/search?q=Moonflow+fintech&tbm=nws&hl=es,General,Medio
2025-11-20,Moonflow,Moonflow: Revolucionando la gestión de cobranzas en Latinoamérica,www.google.com,https://www.google.com/search?q=Moonflow+fintech&tbm=nws&hl=es,General,Medio
2025-11-20,Moonflow,"Toquea, fintech del Grupo AJE, impulsa el acceso al crédito para bodegueros",www.google.com,https://www.google.com/search?q=Moonflow+fintech&tbm=nws&hl=es,General,Medio
2025-11-20,Moonflow,Moonflow: Revolutionizing debt collection management in Latin America,www.google.com,https://www.google.com/search?q=Moonflow+fintech&tbm=nws&hl=es,General,Medio
2025-11-20,Moonflow,Innovación y Regulación: Claves para el crecimiento de las Fintech en América Latina,www.google.com,https://www.google.com/search?q=Moonflow+fintech&tbm=nws&hl=es,General,Medio
2025-11-20,Moonflow,MEF: Las fintech impulsan la inclusión y la bancarización financiera,www.google.com,https://www.google.com/search?q=Moonflow+fintech&tbm=nws&hl=es,General,Medio
2025-11-20,Moonflow,“Las fintech nos están forzando a ser más creativos”,www.google.com,https://www.google.com/search?q=Moonflow+fintech&tbm=nws&hl=es,General,Medio
2025-11-20,Moonflow,"[WARN] No se pudo leer https://www.moonflow.ai/blog: HTTPSConnectionPool(host='www.moonflow.ai', port=443): Max retries exceeded with url: /blog (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: unable to get local issuer certificate (_ssl.c:1032)')))",www.moonflow.ai,https://www.moonflow.ai/blog,General,Bajo
2025-11-20,TekProvider,"Panorama Fintech en Guadalajara, Monterrey y Querétaro: FINNOSUMMIT Roadshow 2025Líder EmpresarialPanorama Fintech en Guadalajara, Monterrey y Querétaro: FINNOSUMMIT Roadshow 2025 ... Querétaro, Guadalajara y Monterrey se han convertido en tres...hace 6 meses",www.google.com,/url?q=https://www.liderempresarial.com/panorama-fintech-en-guadalajara-monterrey-y-queretaro/&sa=U&ved=2ahUKEwiB9PrOw4GRAxWq2jQHHcHNKYEQxfQBegQIAxAC&usg=AOvVaw0itPraVNa0-Np2Q_6JWPkh,General,Medio
2025-11-20,TekProvider,"Amdocs México celebra 10 años impulsando la transformación digital desde GuadalajaraDPL NewsEl hub de Guadalajara no solo atiende a clientes nacionales, sino que también exporta servicios a toda América, posicionando al talento mexicano...hace 2 meses",www.google.com,/url?q=https://dplnews.com/amdocs-mexico-celebra-10-anos-impulsando-la-transformacion-digital-desde-guadalajara/&sa=U&ved=2ahUKEwiB9PrOw4GRAxWq2jQHHcHNKYEQxfQBegQICBAC&usg=AOvVaw0SZ_Z8_wkeGsRonGu3hTO8,General,Medio
2025-11-20,TekProvider,Guadalajara representa el 30% de colocaciones de autos en autofinanciamientoEl Sol de MéxicoJosué Garza directivo de Autofin Monterrey señaló que la mejor sucursal que tiene en el país está en Guadalajara.hace 1 mes,www.google.com,/url?q=https://oem.com.mx/eloccidental/local/guadalajara-representa-el-30-de-colocaciones-de-autos-en-autofinanciamiento-25952721&sa=U&ved=2ahUKEwiB9PrOw4GRAxWq2jQHHcHNKYEQxfQBegQIChAC&usg=AOvVaw2MWxZt8VqIkw2qKRoG6GSl,General,Medio
2025-11-20,TekProvider,"¿Quieres tener un auto para ser conductor de Uber? OCN invertirá 150 mdd en México para dar créditosEl FinancieroLa fintech mexicana OCN, que ofrece modelos de alquiler de autos para trabajadores de la economía gig, invertirá 150 millones de dólares en...hace 3 meses",www.google.com,/url?q=https://www.elfinanciero.com.mx/empresas/2025/07/21/quieres-tener-un-auto-para-ser-conductor-de-uber-ocn-invertira-150-mdd-en-mexico-para-dar-creditos/&sa=U&ved=2ahUKEwiB9PrOw4GRAxWq2jQHHcHNKYEQxfQBegQIBBAC&usg=AOvVaw3032sZ9xsB8RNDrBB1yT3S,General,Medio
2025-11-20,TekProvider,"CoreX completa la adquisición de Volteo Digital y amplía el Centro de Excelencia de ServiceNow con el Agentic AI Laboratory en la ciudad de GuadalajaraBusiness WireCoreX, consultora de ServiceNow de próxima generación y compañía de la plataforma NewSpring Holdings, anunció el día de hoy la finalización...hace 6 meses",www.google.com,/url?q=https://www.businesswire.com/news/home/20250429327897/es&sa=U&ved=2ahUKEwiB9PrOw4GRAxWq2jQHHcHNKYEQxfQBegQIBRAC&usg=AOvVaw3UxDpvtuqxlMV9C58oj6E_,IA/Automatización,Medio
2025-11-20,TekProvider,"Se acerca Talent Land, espacio de innovación, tecnología y networking; cuánto cuesta la entradaDEBATETalent Land 2025 reunirá a los gigantes de la inteligencia artificial, la ciencia y el emprendimiento en Guadalajara.hace 7 meses",www.google.com,/url?q=https://www.debate.com.mx/guadalajara/Se-acerca-Talent-Land-espacio-de-innovacion-tecnologia-y-networking-cuanto-cuesta-la-entrada-20250409-0187.html&sa=U&ved=2ahUKEwiB9PrOw4GRAxWq2jQHHcHNKYEQxfQBegQIBhAC&usg=AOvVaw2-LeETzdR2PV39QejnlMlU,IA/Automatización,Medio
2025-11-20,TekProvider,"La banca y el ecosistema fintechBBVAMéxico es el segundo país en el ecosistema fintech de América Latina y el Caribe, el primero es Brasil, agrupando más de 750 empresas...hace 13 meses",www.google.com,/url?q=https://www.bbva.com/es/mx/salud-financiera/la-banca-y-el-ecosistema-fintech/&sa=U&ved=2ahUKEwiB9PrOw4GRAxWq2jQHHcHNKYEQxfQBegQIAhAC&usg=AOvVaw2QVKcuzKt3RY1JTeJLz5zl,General,Medio
2025-11-20,TekProvider,10 Startups en Guadalajara para Seguir este 2022StartupeableEl ecosistema de startups en Guadalajara es uno de los más importantes en LatAm. Conoce 10 de startups mexicanas para seguir en 2022.hace 46 meses,www.google.com,/url?q=https://startupeable.com/startups-guadalajara/&sa=U&ved=2ahUKEwiB9PrOw4GRAxWq2jQHHcHNKYEQxfQBegQICRAC&usg=AOvVaw2DjMjDkBTNC1sXH08m1MaK,General,Medio
2025-11-20,TekProvider,"Toka y CUCEA transforman pagos universitarios con Súper AppLa ListaEl Centro Universitario de Ciencias Económico Administrativas (CUCEA) de la Universidad de Guadalajara, en conjunto con Toka Fintech,...hace 9 meses",www.google.com,/url?q=https://la-lista.com/mexico/toka-y-cucea-transforman-pagos-universitarios-con-super-app&sa=U&ved=2ahUKEwiB9PrOw4GRAxWq2jQHHcHNKYEQxfQBegQIARAC&usg=AOvVaw2ytP0ib-z21BBJzcwAZkd1,General,Medio
2025-11-20,TekProvider,"Talent Land se despide de Guadalajara y llega a la Ciudad de México en 2026DPL NewsTras realizar ocho ediciones consecutivas en Guadalajara, Jalisco, Talent Land, anunció su nueva sede: la Ciudad de México.hace 4 meses",www.google.com,/url?q=https://dplnews.com/talent-land-llega-a-la-ciudad-de-mexico-en-2026/&sa=U&ved=2ahUKEwiB9PrOw4GRAxWq2jQHHcHNKYEQxfQBegQIBxAC&usg=AOvVaw2ZzV5RmqkG7JWK4usGTNJB,General,Medio
2025-11-20,TekProvider,"Panorama Fintech en Guadalajara, Monterrey y Querétaro: FINNOSUMMIT Roadshow 2025",www.google.com,https://www.google.com/search?q=TekProvider+fintech&tbm=nws&hl=es,General,Medio
2025-11-20,TekProvider,Amdocs México celebra 10 años impulsando la transformación digital desde Guadalajara,www.google.com,https://www.google.com/search?q=TekProvider+fintech&tbm=nws&hl=es,General,Medio
2025-11-20,TekProvider,Guadalajara representa el 30% de colocaciones de autos en autofinanciamiento,www.google.com,https://www.google.com/search?q=TekProvider+fintech&tbm=nws&hl=es,General,Medio
2025-11-20,TekProvider,¿Quieres tener un auto para ser conductor de Uber? OCN invertirá 150 mdd en México para dar créditos,www.google.com,https://www.google.com/search?q=TekProvider+fintech&tbm=nws&hl=es,General,Medio
2025-11-20,TekProvider,CoreX completa la adquisición de Volteo Digital y amplía el Centro de Excelencia de ServiceNow con el Agentic AI Laboratory en la ciudad de Guadalajara,www.google.com,https://www.google.com/search?q=TekProvider+fintech&tbm=nws&hl=es,IA/Automatización,Medio
2025-11-20,TekProvider,"Se acerca Talent Land, espacio de innovación, tecnología y networking; cuánto cuesta la entrada",www.google.com,https://www.google.com/search?q=TekProvider+fintech&tbm=nws&hl=es,General,Medio
2025-11-20,TekProvider,La banca y el ecosistema fintech,www.google.com,https://www.google.com/search?q=TekProvider+fintech&tbm=nws&hl=es,General,Medio
2025-11-20,TekProvider,10 Startups en Guadalajara para Seguir este 2022,www.google.com,https://www.google.com/search?q=TekProvider+fintech&tbm=nws&hl=es,General,Medio
2025-11-20,TekProvider,Toka y CUCEA transforman pagos universitarios con Súper App,www.google.com,https://www.google.com/search?q=TekProvider+fintech&tbm=nws&hl=es,General,Medio
2025-11-20,TekProvider,Talent Land se despide de Guadalajara y llega a la Ciudad de México en 2026,www.google.com,https://www.google.com/search?q=TekProvider+fintech&tbm=nws&hl=es,General,Medio
